Index of Gen, I#1: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#2: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, 
1802,0.524467,0.205891,0.303558,0.358479,0.434198,0.516749,
1803,0.525957,0.2035,0.299678,0.35733,0.436428,0.515683,
1804,0.52767,0.201536,0.298468,0.359163,0.435197,0.515569,
1805,0.524525,0.19965,0.302075,0.359416,0.432401,0.515612,
1806,0.526568,0.201345,0.294824,0.35878,0.431652,0.515823,
1807,0.5334,0.200912,0.286372,0.358918,0.432809,0.515627,
1808,0.531702,0.196366,0.284811,0.357719,0.424614,0.513437,
1809,0.532771,0.2046,0.278184,0.359946,0.428616,0.507276,
1810,0.531459,0.204467,0.280791,0.356052,0.435297,0.50311,
1811,0.531888,0.200454,0.285121,0.352281,0.435213,0.502876,
1812,0.532021,0.20059,0.287589,0.351657,0.434359,0.505154,
1813,0.531956,0.200268,0.285846,0.350056,0.440523,0.502088,
1814,0.532119,0.198306,0.28806,0.347949,0.433808,0.505389,
1815,0.532541,0.197831,0.293551,0.346759,0.43652,0.500339,
1816,0.532324,0.198098,0.294722,0.345689,0.442697,0.50063,
1817,0.530451,0.199277,0.292365,0.345868,0.442881,0.499879,
1818,0.532879,0.19795,0.29329,0.345703,0.444666,0.499615,
1819,0.532255,0.196674,0.288223,0.344412,0.443448,0.502369,
1820,0.531826,0.199051,0.288085,0.346243,0.44449,0.501731,
1821,0.532229,0.207745,0.289059,0.345498,0.446039,0.498787,
1822,0.532095,0.210834,0.285138,0.345936,0.447361,0.499167,
1823,0.524936,0.214035,0.286943,0.34567,0.450095,0.503262,
1824,0.525112,0.21544,0.285167,0.34417,0.444071,0.502127,
1825,0.522202,0.215409,0.2847,0.344281,0.445541,0.503195,
1826,0.521499,0.21557,0.278917,0.34436,0.442556,0.503992,
1827,0.521831,0.215645,0.278379,0.345002,0.437907,0.505054,
1828,0.521849,0.2149,0.278457,0.34392,0.440384,0.503905,
1829,0.519907,0.214922,0.276791,0.344017,0.437782,0.503868,
1830,0.516919,0.213811,0.271418,0.345351,0.435086,0.503727,
1831,0.5167,0.213698,0.270813,0.345373,0.436731,0.50662,
1832,0.516921,0.21402,0.271183,0.34503,0.436208,0.506854,
1833,0.517109,0.214242,0.271341,0.341911,0.436034,0.506148,
1834,0.516823,0.214331,0.27064,0.3367,0.435163,0.502633,
1835,0.516734,0.214299,0.270005,0.335538,0.433132,0.503154,
1836,0.516882,0.219995,0.271744,0.332366,0.425713,0.50793,
1837,0.515543,0.221761,0.264248,0.329668,0.424136,0.509651,
1838,0.516783,0.213514,0.271564,0.333778,0.426392,0.510603,
1839,0.517299,0.21466,0.271757,0.335454,0.430918,0.509013,
1840,0.517271,0.213582,0.276425,0.334264,0.427268,0.511685,
1841,0.51765,0.211901,0.278514,0.32652,0.424031,0.517933,
1842,0.519494,0.209272,0.278121,0.327435,0.420344,0.51457,
1843,0.517995,0.204619,0.27635,0.326059,0.419821,0.51421,
1844,0.51698,0.199741,0.276108,0.326828,0.417662,0.513478,
1845,0.517282,0.203136,0.276402,0.325115,0.419572,0.513765,
1846,0.516492,0.202174,0.274867,0.32604,0.416872,0.513652,
1847,0.516348,0.198859,0.2724,0.324938,0.418671,0.514702,
1848,0.515927,0.203434,0.272711,0.326693,0.419695,0.51406,
1849,0.517788,0.205874,0.267433,0.32684,0.41941,0.512321,
1850,0.517838,0.210849,0.267007,0.326839,0.419992,0.512437,
1851,0.518082,0.21669,0.269232,0.327394,0.422689,0.514088,
1852,0.51792,0.224617,0.27156,0.3269,0.422229,0.514961,
1853,0.520764,0.227916,0.271016,0.326836,0.41954,0.515846,
1854,0.519555,0.233265,0.275548,0.327789,0.420884,0.515883,
1855,0.520323,0.235039,0.275445,0.328151,0.420078,0.515975,
1856,0.512331,0.235489,0.275193,0.326664,0.419252,0.519136,
1857,0.511579,0.236697,0.283224,0.326048,0.420493,0.523103,
1858,0.512749,0.237706,0.289075,0.326998,0.422463,0.520698,
1859,0.514384,0.239415,0.29292,0.327788,0.419449,0.512514,
1860,0.510887,0.23984,0.289887,0.327838,0.419602,0.512801,
1861,0.505401,0.238155,0.286342,0.330237,0.420043,0.522654,
1862,0.511908,0.241823,0.29037,0.327926,0.420844,0.52328,
1863,0.511179,0.239453,0.280802,0.328238,0.419121,0.528577,
1864,0.508471,0.237552,0.280543,0.326794,0.419863,0.529329,
1865,0.507661,0.236352,0.281454,0.327204,0.4197,0.536521,
1866,0.508325,0.2341,0.281818,0.325795,0.421466,0.53732,
1867,0.515545,0.23311,0.282653,0.325053,0.418274,0.54064,
1868,0.510414,0.234164,0.292425,0.329984,0.415868,0.538793,
1869,0.506043,0.235448,0.29622,0.325252,0.414848,0.541551,
1870,0.505461,0.238408,0.29621,0.319691,0.412302,0.541297,
1871,0.505832,0.234153,0.295587,0.3306,0.417713,0.53516,
1872,0.509483,0.236615,0.296844,0.323924,0.416574,0.537817,
1873,0.504711,0.240537,0.295428,0.323791,0.418273,0.535477,
1874,0.504843,0.235825,0.290666,0.319219,0.418738,0.538736,
1875,0.50535,0.243956,0.294736,0.314896,0.416044,0.540943,
1876,0.503415,0.24625,0.29988,0.321072,0.418966,0.527889,
1877,0.50574,0.251026,0.302802,0.321481,0.423019,0.529,
1878,0.505856,0.250891,0.29665,0.32062,0.42332,0.524132,
1879,0.505562,0.249702,0.292254,0.322972,0.427103,0.521826,
1880,0.503914,0.248622,0.291295,0.323647,0.42631,0.523779,
1881,0.501697,0.246618,0.294858,0.326897,0.425906,0.520031,
1882,0.49984,0.244425,0.291033,0.324624,0.42418,0.520896,
1883,0.498232,0.250278,0.287962,0.330094,0.427936,0.5301,
1884,0.500623,0.248141,0.287214,0.337227,0.428497,0.536718,
1885,0.504136,0.255497,0.281719,0.340666,0.434634,0.541436,
1886,0.50127,0.261007,0.279822,0.335074,0.424587,0.528409,
1887,0.499454,0.264543,0.281483,0.339941,0.426502,0.528684,
1888,0.50042,0.262954,0.286243,0.338137,0.41797,0.52432,
1889,0.501636,0.254434,0.285239,0.330634,0.414058,0.514356,
1890,0.495951,0.262522,0.281147,0.342455,0.418794,0.526555,
1891,0.497244,0.263448,0.281388,0.353373,0.425828,0.534499,
1892,0.50278,0.23732,0.283594,0.351289,0.424368,0.537795,
1893,0.506452,0.231022,0.28158,0.360084,0.429962,0.544872,
1894,0.509638,0.229713,0.285569,0.362813,0.43178,0.545787,
1895,0.510225,0.228587,0.288809,0.36616,0.437414,0.5567,
1896,0.51045,0.229239,0.286648,0.361142,0.425341,0.54812,
1897,0.509983,0.224592,0.287444,0.355984,0.418649,0.54424,
1898,0.510695,0.225964,0.28734,0.344168,0.415104,0.537205,
1899,0.5088,0.229518,0.286797,0.33806,0.411842,0.535154,
1900,0.509996,0.233358,0.286528,0.330434,0.410889,0.532203,
1901,0.510188,0.23213,0.285474,0.323121,0.408928,0.528184,
1902,0.51068,0.232888,0.28315,0.319873,0.407834,0.527621,
1903,0.508798,0.236228,0.287215,0.322331,0.40662,0.528265,
1904,0.510429,0.238109,0.292022,0.325438,0.404724,0.52562,
1905,0.509108,0.238124,0.289061,0.326301,0.404684,0.527351,
1906,0.511276,0.234003,0.286839,0.327528,0.405689,0.527546,
1907,0.512901,0.238481,0.28707,0.326136,0.402269,0.523754,
1908,0.513139,0.238329,0.286538,0.325991,0.400993,0.526896,
1909,0.510958,0.239371,0.287551,0.32355,0.393477,0.528341,
1910,0.514422,0.239655,0.287608,0.32706,0.397118,0.521265,
1911,0.511725,0.241463,0.287224,0.326485,0.395278,0.518114,
1912,0.511779,0.242289,0.28466,0.326459,0.395798,0.506219,
1913,0.512393,0.24286,0.283697,0.327153,0.39918,0.502067,
1914,0.510815,0.241946,0.28413,0.327922,0.396551,0.511802,
1915,0.510326,0.234881,0.286882,0.327388,0.396106,0.504068,
1916,0.508874,0.233597,0.287157,0.328405,0.396765,0.49902,
1917,0.504491,0.236343,0.287819,0.327998,0.405022,0.484185,
1918,0.50357,0.232605,0.287059,0.327031,0.397784,0.490034,
1919,0.503845,0.234246,0.287243,0.327009,0.396787,0.493642,
1920,0.502896,0.238214,0.291967,0.32595,0.398773,0.494333,
1921,0.50069,0.239449,0.291125,0.32641,0.398913,0.493222,
1922,0.502878,0.239038,0.286981,0.326795,0.402799,0.486938,
1923,0.501659,0.235471,0.286994,0.327607,0.393674,0.48946,
1924,0.499023,0.228848,0.279622,0.325735,0.39194,0.492631,
1925,0.497788,0.226385,0.277512,0.31911,0.391776,0.492255,
1926,0.496524,0.225272,0.276969,0.329534,0.395643,0.476058,
1927,0.494345,0.225849,0.267909,0.328863,0.395111,0.475246,
1928,0.4993,0.225417,0.268146,0.328131,0.395765,0.477604,
1929,0.494813,0.226356,0.269547,0.325855,0.393277,0.47784,
1930,0.501504,0.226765,0.269831,0.329588,0.392746,0.478319,
1931,0.506421,0.228535,0.270905,0.329349,0.392841,0.476415,
1932,0.505422,0.229393,0.270367,0.325083,0.404586,0.474519,
1933,0.505926,0.228112,0.271682,0.325493,0.415142,0.478492,
1934,0.505772,0.226959,0.271639,0.327013,0.417846,0.477027,
1935,0.506087,0.226478,0.272652,0.327707,0.419126,0.475059,
1936,0.505401,0.229321,0.275002,0.322725,0.422744,0.478863,
1937,0.505815,0.230381,0.272636,0.325631,0.422841,0.478383,
1938,0.505573,0.22768,0.275842,0.321071,0.422596,0.479142,
1939,0.508399,0.228884,0.281322,0.320069,0.42227,0.47879,
1940,0.505185,0.21781,0.271107,0.321392,0.424891,0.47903,
1941,0.507008,0.220831,0.274286,0.317174,0.423792,0.47926,
1942,0.506374,0.221968,0.274034,0.316954,0.427816,0.475389,
1943,0.505833,0.223835,0.277104,0.308927,0.429385,0.478784,
1944,0.505972,0.219576,0.278491,0.310994,0.427383,0.479048,
1945,0.504993,0.21438,0.280839,0.308827,0.420945,0.480827,
1946,0.50545,0.224502,0.277925,0.307787,0.41622,0.481352,
1947,0.505482,0.219761,0.277574,0.311345,0.416247,0.481886,
1948,0.504394,0.200397,0.274871,0.310593,0.418064,0.480784,
1949,0.507597,0.208567,0.281324,0.302444,0.414174,0.481421,
1950,0.506279,0.227037,0.281301,0.300553,0.413537,0.480896,
1951,0.505569,0.241382,0.281891,0.299115,0.41627,0.482928,
1952,0.505991,0.234071,0.281423,0.297947,0.415902,0.484325,
1953,0.503768,0.232569,0.278396,0.297949,0.416777,0.483022,
1954,0.50146,0.232999,0.278087,0.298677,0.41273,0.488488,
1955,0.503295,0.22597,0.274716,0.297868,0.411585,0.490141,
1956,0.504163,0.222833,0.274258,0.303371,0.41057,0.487243,
1957,0.503357,0.227021,0.27477,0.305009,0.41123,0.49279,
1958,0.501368,0.225094,0.273297,0.307912,0.41616,0.494902,
1959,0.501617,0.224295,0.27441,0.307702,0.417118,0.497103,
1960,0.504076,0.227804,0.271846,0.314433,0.421752,0.497316,
1961,0.502442,0.230441,0.273905,0.30832,0.421488,0.498966,
1962,0.50504,0.226399,0.267572,0.304936,0.419347,0.499547,
1963,0.510052,0.230233,0.274335,0.30288,0.417797,0.500853,
1964,0.498387,0.233962,0.279081,0.298023,0.415518,0.505504,
1965,0.506285,0.229835,0.274415,0.296605,0.411407,0.508989,
1966,0.511443,0.234389,0.27884,0.305531,0.415352,0.502639,
1967,0.516808,0.236741,0.27792,0.319937,0.422569,0.49595,
1968,0.519459,0.237353,0.278833,0.331981,0.426834,0.494876,
1969,0.517787,0.234822,0.27416,0.329727,0.427803,0.496304,
1970,0.520545,0.235526,0.277085,0.340112,0.43112,0.493598,
1971,0.520809,0.234392,0.272352,0.339511,0.4302,0.492713,
1972,0.523224,0.233178,0.270477,0.338963,0.431247,0.493145,
1973,0.526987,0.236152,0.28068,0.335092,0.430952,0.49597,
1974,0.532462,0.234348,0.282277,0.332083,0.429974,0.494245,
1975,0.538887,0.234247,0.283264,0.331571,0.429502,0.493625,
1976,0.52602,0.236523,0.277056,0.336166,0.43089,0.494178,
1977,0.525807,0.237053,0.276113,0.341615,0.426135,0.494048,
1978,0.532997,0.235339,0.281595,0.324644,0.430689,0.488368,
1979,0.532619,0.234028,0.285074,0.336621,0.430128,0.491575,
1980,0.530998,0.233281,0.283169,0.342293,0.429624,0.493602,
1981,0.527374,0.23526,0.282661,0.328826,0.426734,0.493971,
1982,0.525018,0.231551,0.281275,0.335002,0.428646,0.493033,
1983,0.525621,0.231131,0.282865,0.342569,0.429475,0.493584,
1984,0.524796,0.228548,0.283641,0.349767,0.426702,0.494165,
1985,0.531318,0.223185,0.293469,0.342248,0.428018,0.494454,
1986,0.54021,0.213733,0.304202,0.344623,0.427498,0.49389,
1987,0.538017,0.213979,0.30365,0.353284,0.427901,0.49364,
1988,0.537086,0.215125,0.304728,0.367902,0.426403,0.49386,
1989,0.536682,0.215377,0.305166,0.374782,0.428282,0.493922,
1990,0.532506,0.217847,0.308279,0.376211,0.428157,0.494635,
1991,0.533272,0.21776,0.308447,0.381047,0.422629,0.493724,
1992,0.531352,0.217025,0.311614,0.378305,0.41995,0.493966,
1993,0.527563,0.216013,0.313086,0.382955,0.421879,0.494338,
1994,0.527861,0.213608,0.312974,0.382654,0.420739,0.494242,
1995,0.52699,0.215542,0.313652,0.384081,0.423088,0.493703,
1996,0.52846,0.216371,0.311627,0.377114,0.426563,0.493267,
1997,0.533474,0.215121,0.308778,0.376617,0.434319,0.493091,
1998,0.535809,0.214438,0.308162,0.377626,0.441693,0.494749,
1999,0.535144,0.213296,0.304416,0.384156,0.446964,0.49207,
2000,0.532174,0.213847,0.29935,0.385282,0.449731,0.495001,
2001,0.531441,0.215984,0.301834,0.386795,0.454876,0.495595,
2002,0.533336,0.214807,0.304211,0.385944,0.45648,0.499489,
2003,0.53725,0.214706,0.313506,0.388703,0.454582,0.499779,
2004,0.536355,0.215896,0.314548,0.386525,0.451168,0.501815,
2005,0.532315,0.215244,0.315483,0.384745,0.451102,0.502351,
2006,0.533017,0.213514,0.315176,0.395031,0.44887,0.499537,
2007,0.532314,0.215345,0.315533,0.390945,0.443648,0.501792,
2008,0.535003,0.217252,0.312459,0.387007,0.433792,0.506159,
2009,0.534925,0.218378,0.31134,0.392706,0.438347,0.504814,
2010,0.535837,0.222493,0.314272,0.390508,0.430573,0.503804,
2011,0.538863,0.22195,0.314499,0.393056,0.433011,0.504894,
2012,0.535858,0.219347,0.314192,0.385906,0.429048,0.509058,
2013,0.529159,0.222206,0.312127,0.384764,0.429979,0.5099,
2014,0.527947,0.221252,0.313197,0.388823,0.432451,0.507179,
2015,0.530164,0.220022,0.312903,0.397573,0.441851,0.494808,
2016,0.531245,0.219486,0.312656,0.402985,0.445419,0.485896,
2017,0.531112,0.223484,0.312325,0.408893,0.450491,0.481036,
2018,0.532043,0.221683,0.313113,0.408848,0.450851,0.483209,
2019,0.531559,0.219884,0.310538,0.406306,0.449348,0.486427,
2020,0.531442,0.222215,0.313271,0.40332,0.449609,0.485389,
2021,0.532445,0.224067,0.31527,0.40292,0.449964,0.488569,
2022,0.53239,0.224076,0.318007,0.404967,0.449621,0.482538,
2023,0.531044,0.224082,0.318092,0.397831,0.443413,0.490096,
2024,0.531316,0.222238,0.318304,0.399242,0.441191,0.490613,
2025,0.535025,0.222718,0.320073,0.394875,0.442499,0.488982,
2026,0.539828,0.221801,0.317046,0.396553,0.442603,0.48789,
2027,0.535758,0.22229,0.319709,0.392045,0.441929,0.489755,
2028,0.533113,0.225553,0.318582,0.393024,0.442648,0.482852,
2029,0.536115,0.228105,0.316631,0.393647,0.445286,0.481656,
2030,0.534819,0.227318,0.318743,0.395354,0.451955,0.487219,
2031,0.532051,0.228843,0.318655,0.392695,0.456358,0.487152,
2032,0.530955,0.231893,0.318109,0.392055,0.463178,0.489599,
2033,0.53462,0.230175,0.314386,0.391137,0.460967,0.484537,
2034,0.528691,0.227482,0.32095,0.393429,0.46382,0.482333,
2035,0.528308,0.226783,0.320138,0.400283,0.457817,0.473211,
2036,0.528908,0.225816,0.321136,0.398405,0.457879,0.4765,
2037,0.529356,0.223287,0.32789,0.40153,0.453836,0.473195,
2038,0.529579,0.222799,0.327673,0.400782,0.452047,0.480885,
2039,0.530378,0.22332,0.325861,0.40231,0.451133,0.477936,
2040,0.531685,0.223389,0.32534,0.406273,0.452635,0.470996,
2041,0.528404,0.218925,0.327952,0.405316,0.457699,0.474207,
2042,0.531135,0.213724,0.328132,0.403981,0.457033,0.479288,
2043,0.533361,0.206955,0.329631,0.39793,0.460208,0.482608,
2044,0.530228,0.213987,0.330179,0.398969,0.459619,0.4828,
2045,0.528337,0.212305,0.333012,0.39918,0.458497,0.482142,
2046,0.5277,0.211704,0.329743,0.394142,0.458017,0.480106,
2047,0.528083,0.217419,0.334599,0.39691,0.458463,0.479185,
2048,0.52784,0.21518,0.326162,0.397146,0.456889,0.479088,
2049,0.526267,0.210098,0.326548,0.393788,0.456666,0.479788,
2050,0.529623,0.208484,0.327845,0.389899,0.456689,0.478702,
2051,0.522323,0.205976,0.321303,0.380629,0.453606,0.479733,
2052,0.520969,0.209228,0.32255,0.397572,0.457192,0.479759,
2053,0.51942,0.209966,0.322135,0.397077,0.459074,0.480075,
2054,0.522871,0.206587,0.322924,0.389082,0.45712,0.483691,
2055,0.519968,0.209976,0.320247,0.396187,0.457705,0.483192,
2056,0.517067,0.21376,0.318636,0.40243,0.461632,0.481859,
2057,0.522269,0.205286,0.316973,0.392647,0.454706,0.483184,
2058,0.530906,0.203102,0.319108,0.393077,0.453349,0.482463,
2059,0.535916,0.202991,0.321285,0.392789,0.450302,0.482095,
2060,0.538224,0.204461,0.322136,0.39407,0.450655,0.481403,
2061,0.533836,0.206917,0.319577,0.393195,0.449055,0.481813,
2062,0.541375,0.212281,0.321424,0.393709,0.448675,0.481602,
2063,0.541286,0.214882,0.32334,0.392957,0.447785,0.482572,
2064,0.537999,0.220296,0.321701,0.394557,0.45042,0.47958,
2065,0.537367,0.222601,0.3237,0.394548,0.447475,0.478469,
2066,0.535407,0.22133,0.325386,0.399389,0.452421,0.481446,
2067,0.534751,0.222238,0.329115,0.402401,0.453892,0.480551,
2068,0.537875,0.221819,0.328983,0.396924,0.452265,0.479277,
2069,0.541369,0.223398,0.32939,0.395475,0.453913,0.479658,
2070,0.544875,0.223244,0.327138,0.398224,0.454065,0.474716,
2071,0.5364,0.222094,0.324248,0.393688,0.452379,0.477118,
2072,0.534916,0.223063,0.323213,0.395881,0.453624,0.48192,
2073,0.529567,0.221614,0.318335,0.398632,0.45594,0.486552,
2074,0.526148,0.220157,0.310726,0.398216,0.457728,0.485083,
2075,0.523014,0.219257,0.311693,0.403782,0.462241,0.487255,
2076,0.524038,0.222252,0.318286,0.404592,0.464989,0.486363,
2077,0.52848,0.217504,0.319348,0.403238,0.461519,0.485967,
2078,0.526612,0.217112,0.314961,0.40662,0.461396,0.487094,
2079,0.523508,0.216284,0.313504,0.406082,0.458755,0.494633,
2080,0.526829,0.217225,0.315726,0.410476,0.457949,0.49203,
2081,0.526669,0.217694,0.314838,0.409949,0.458832,0.492651,
2082,0.525841,0.217938,0.314435,0.409879,0.466645,0.491,
2083,0.534367,0.214964,0.31712,0.410553,0.470121,0.493148,
2084,0.536036,0.215691,0.317044,0.410681,0.471266,0.494055,
2085,0.536911,0.218485,0.314933,0.41039,0.470991,0.491749,
2086,0.537773,0.220289,0.313638,0.410483,0.46826,0.488565,
2087,0.538869,0.222745,0.31631,0.410661,0.470175,0.481149,
2088,0.538867,0.223336,0.314822,0.407524,0.46552,0.481812,
2089,0.536844,0.223819,0.313318,0.407483,0.463831,0.480635,
2090,0.536639,0.226059,0.314558,0.405479,0.464633,0.480329,
2091,0.536716,0.22047,0.313006,0.404453,0.466971,0.478853,
2092,0.534922,0.222826,0.317352,0.410405,0.468988,0.473334,
2093,0.530816,0.220791,0.310952,0.410759,0.464659,0.475692,
2094,0.530217,0.228725,0.309738,0.410892,0.464954,0.476735,
2095,0.529616,0.227766,0.303972,0.409612,0.462875,0.477446,
2096,0.529764,0.227672,0.308563,0.412452,0.462039,0.477026,
2097,0.529135,0.22386,0.304994,0.412456,0.461831,0.476472,
2098,0.529191,0.223422,0.298923,0.409929,0.459943,0.47191,
2099,0.529482,0.222337,0.296229,0.410166,0.458047,0.467283,
2100,0.529431,0.221669,0.297021,0.409616,0.456797,0.467195,
2101,0.528497,0.22327,0.29322,0.410355,0.458215,0.470786,
2102,0.528794,0.220456,0.300791,0.41102,0.458736,0.472014,
2103,0.53079,0.21943,0.308054,0.412765,0.460149,0.472395,
2104,0.53616,0.218322,0.310191,0.411587,0.459534,0.470944,
2105,0.531712,0.217069,0.310635,0.412288,0.463411,0.472062,
2106,0.530126,0.217147,0.308029,0.413181,0.464767,0.471542,
2107,0.525814,0.217239,0.311111,0.413411,0.467355,0.475686,
2108,0.522687,0.216538,0.3072,0.411959,0.456918,0.478427,
2109,0.521761,0.220514,0.30864,0.412413,0.473233,0.481095,
2110,0.52529,0.222025,0.309833,0.412699,0.468227,0.475301,
2111,0.525563,0.228519,0.31219,0.414335,0.468039,0.480911,
2112,0.52358,0.2326,0.310807,0.41411,0.470826,0.480528,
2113,0.523155,0.236224,0.311856,0.412906,0.476228,0.484087,
2114,0.523026,0.23362,0.314118,0.412039,0.475594,0.483687,
2115,0.529845,0.243111,0.313746,0.414617,0.475476,0.482222,
2116,0.527205,0.244154,0.312306,0.419702,0.46851,0.483931,
2117,0.52909,0.245275,0.312308,0.424786,0.473396,0.483284,
2118,0.528054,0.248928,0.307786,0.42452,0.474577,0.482564,
2119,0.531475,0.254207,0.309254,0.424989,0.472559,0.483668,
2120,0.529103,0.250989,0.310785,0.422816,0.476845,0.482299,
2121,0.526452,0.252714,0.309993,0.423809,0.477697,0.484637,
2122,0.522191,0.253483,0.315025,0.422335,0.484947,0.483619,
2123,0.52465,0.258261,0.323607,0.42421,0.485247,0.484169,
2124,0.520885,0.250586,0.315946,0.423549,0.489466,0.485514,
2125,0.524979,0.259728,0.328251,0.421011,0.489696,0.483329,
2126,0.524013,0.250388,0.324232,0.422081,0.486825,0.480835,
2127,0.519646,0.240434,0.312042,0.421708,0.485018,0.48036,
2128,0.517029,0.234522,0.312069,0.417609,0.485772,0.480939,
2129,0.514208,0.22842,0.320035,0.419091,0.485718,0.481316,
2130,0.509649,0.225056,0.322465,0.417074,0.485746,0.482224,
2131,0.51431,0.223313,0.326544,0.416051,0.487789,0.482712,
2132,0.514838,0.22426,0.325588,0.413696,0.487951,0.483681,
2133,0.516628,0.216663,0.332691,0.411681,0.486831,0.483435,
2134,0.514054,0.217546,0.334163,0.413707,0.488213,0.48513,
2135,0.515657,0.213928,0.330309,0.404926,0.48788,0.480874,
2136,0.516146,0.212633,0.330102,0.408754,0.488425,0.480514,
2137,0.516599,0.212674,0.331595,0.425515,0.489795,0.475377,
2138,0.516192,0.212125,0.336573,0.425416,0.491284,0.475354,
2139,0.515605,0.213301,0.331522,0.422627,0.489668,0.478715,
2140,0.516659,0.217217,0.32058,0.422791,0.489619,0.479513,
2141,0.513092,0.217202,0.320548,0.422596,0.488909,0.479409,
2142,0.513164,0.216184,0.319516,0.423904,0.48975,0.480507,
2143,0.514987,0.21804,0.328415,0.422949,0.489919,0.480553,
2144,0.514486,0.216605,0.331056,0.42249,0.492475,0.479871,
2145,0.513722,0.216848,0.33012,0.419868,0.489813,0.47693,
2146,0.513445,0.216304,0.329372,0.420668,0.488321,0.476069,
2147,0.51482,0.215587,0.334127,0.421481,0.489412,0.478581,
2148,0.516692,0.213502,0.332783,0.420485,0.489489,0.476346,
2149,0.514865,0.213855,0.332755,0.422081,0.488716,0.474773,
2150,0.515687,0.211264,0.332042,0.423223,0.489824,0.470888,
2151,0.51404,0.212465,0.337323,0.422373,0.493619,0.474583,
2152,0.513465,0.213867,0.337106,0.422254,0.495528,0.482995,
2153,0.513176,0.205793,0.337628,0.424504,0.496177,0.49174,
