Index of Gen, I#1: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#2: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#3: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#4: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#5: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#6: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#7: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#8: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, 
100,0.36689,0.536125,0.425009,0.449686,0.646935,0.54375,0.887566,0.524265,0.330818,0.839355,0.794519,0.573121,0.0997802,0.319545,0.78522,0.169925,0.0178619,0.0719756,0.526594,0.565386,0.590591,0.485275,0.244152,0.766889,
101,0.366877,0.539633,0.424935,0.450988,0.642742,0.547278,0.885982,0.520624,0.332728,0.841165,0.795275,0.572348,0.0991615,0.321823,0.786837,0.170086,0.0181702,0.0722267,0.525793,0.566624,0.591226,0.486892,0.242232,0.769362,
102,0.365958,0.539247,0.426885,0.447893,0.648145,0.546084,0.882306,0.522452,0.330766,0.839048,0.795414,0.571654,0.100298,0.320736,0.785464,0.170843,0.0185021,0.0713823,0.523988,0.567925,0.595806,0.483152,0.245207,0.771061,
103,0.367098,0.541367,0.426503,0.44964,0.644285,0.547748,0.881267,0.52219,0.329413,0.838493,0.793292,0.570972,0.102072,0.320532,0.785187,0.169737,0.018645,0.0724101,0.526666,0.569436,0.593031,0.479488,0.235249,0.769984,
104,0.365506,0.540728,0.430401,0.45137,0.643481,0.550952,0.880135,0.524831,0.329622,0.83951,0.793334,0.572343,0.102493,0.322195,0.78795,0.169928,0.0196188,0.0717507,0.529505,0.570107,0.591962,0.480843,0.232804,0.768255,
105,0.363037,0.540627,0.4287,0.452707,0.64561,0.551449,0.883871,0.521751,0.327289,0.839472,0.79253,0.57234,0.103413,0.32427,0.784637,0.169297,0.0188467,0.0721052,0.531765,0.572635,0.591198,0.482778,0.233501,0.766045,
106,0.357739,0.539862,0.428291,0.449205,0.649406,0.549987,0.882217,0.522573,0.324342,0.838737,0.791539,0.571895,0.101358,0.324171,0.781284,0.164457,0.0194114,0.072419,0.535653,0.572957,0.585681,0.491402,0.239968,0.7633,
107,0.355557,0.541124,0.426422,0.448274,0.65086,0.552068,0.882734,0.522526,0.327245,0.835664,0.788808,0.570233,0.105173,0.319574,0.778045,0.1587,0.0193298,0.0792297,0.540928,0.568475,0.575104,0.492542,0.240868,0.764068,
108,0.348375,0.555131,0.427883,0.450611,0.646396,0.550993,0.883227,0.522117,0.327315,0.836108,0.789898,0.570247,0.101904,0.320496,0.776048,0.158871,0.0190963,0.0847167,0.539862,0.57036,0.574265,0.490352,0.240762,0.762941,
109,0.348377,0.555491,0.427379,0.455628,0.634224,0.557677,0.88128,0.518641,0.328664,0.834524,0.79665,0.572802,0.103978,0.319024,0.78098,0.158851,0.0185986,0.0853965,0.540228,0.569807,0.57617,0.498388,0.240248,0.763641,
110,0.345271,0.557773,0.429743,0.453768,0.636518,0.557061,0.877513,0.518443,0.327697,0.836446,0.795918,0.5728,0.100416,0.319746,0.776226,0.159267,0.00483689,0.084961,0.54236,0.57182,0.572529,0.504756,0.23886,0.765163,
111,0.348272,0.55653,0.428331,0.457397,0.637194,0.556199,0.879285,0.515254,0.32988,0.837434,0.790623,0.567851,0.094732,0.321957,0.781774,0.15945,0.00145858,0.0850393,0.545473,0.567305,0.574565,0.503906,0.238559,0.765569,
112,0.348906,0.555471,0.426085,0.455881,0.639618,0.555476,0.877276,0.515142,0.333565,0.838612,0.78967,0.568933,0.0869134,0.322114,0.76888,0.158883,0.00130916,0.0854768,0.544762,0.568209,0.574033,0.505837,0.238526,0.766126,
113,0.348671,0.553386,0.427914,0.45519,0.642912,0.555873,0.876478,0.515065,0.332591,0.837086,0.790226,0.569044,0.0896442,0.323009,0.768284,0.159127,0.00102669,0.0855402,0.542022,0.56916,0.571783,0.506539,0.237012,0.767579,
114,0.348892,0.55412,0.427769,0.454069,0.64266,0.555322,0.876284,0.515554,0.330833,0.836798,0.786284,0.569636,0.100202,0.32493,0.767427,0.158938,0.000931017,0.0851542,0.53335,0.562711,0.574897,0.506968,0.239613,0.766364,
115,0.349166,0.555255,0.424529,0.456593,0.6465,0.556318,0.877358,0.517473,0.330919,0.834752,0.790176,0.566791,0.107371,0.323126,0.768462,0.158535,0.000952525,0.0782036,0.533442,0.56374,0.575359,0.506326,0.239382,0.759405,
116,0.348953,0.561818,0.425065,0.455592,0.646832,0.556524,0.875105,0.520456,0.329248,0.83184,0.793144,0.567043,0.103293,0.322195,0.768698,0.15886,0.00665749,0.0672054,0.532214,0.561615,0.576409,0.506837,0.238925,0.754,
117,0.346036,0.564664,0.425893,0.455138,0.644114,0.557449,0.870979,0.518784,0.332953,0.835527,0.79271,0.567602,0.107112,0.322302,0.768792,0.158445,0.00415001,0.0683063,0.531534,0.562887,0.575325,0.50747,0.239433,0.757226,
118,0.345356,0.567759,0.425415,0.453475,0.64122,0.556341,0.87006,0.523407,0.324364,0.83508,0.793146,0.565761,0.105509,0.31991,0.769069,0.156889,0.000952922,0.06782,0.531188,0.562654,0.575011,0.508823,0.238827,0.75875,
119,0.345554,0.570447,0.421895,0.446625,0.635823,0.554318,0.869823,0.524031,0.325035,0.834691,0.793125,0.565871,0.10777,0.321575,0.765744,0.144936,0.000992725,0.0672368,0.530812,0.560146,0.572915,0.508512,0.240047,0.754097,
120,0.348066,0.570973,0.423913,0.44473,0.634425,0.55539,0.867316,0.521922,0.325534,0.827193,0.790711,0.566221,0.110479,0.32444,0.76113,0.144201,0.00121571,0.0661689,0.529841,0.559186,0.572432,0.51042,0.238527,0.755755,
121,0.349611,0.567099,0.426037,0.446393,0.628097,0.55656,0.869591,0.522789,0.326738,0.821848,0.789949,0.566675,0.108664,0.323438,0.759765,0.14379,0.000854641,0.0640199,0.529586,0.562841,0.568439,0.510695,0.236372,0.76625,
122,0.349548,0.570698,0.42076,0.452287,0.61782,0.557384,0.872641,0.52281,0.32736,0.823344,0.790214,0.567168,0.105123,0.32356,0.760925,0.14414,0.000983624,0.0659076,0.530681,0.560917,0.568036,0.511788,0.233952,0.765374,
123,0.348111,0.567418,0.420155,0.452057,0.615143,0.559269,0.872377,0.520933,0.328017,0.826296,0.78963,0.56553,0.107147,0.325407,0.756617,0.143555,0.00122988,0.0664056,0.530883,0.563651,0.565158,0.51716,0.238736,0.76539,
124,0.348607,0.563313,0.426466,0.450525,0.612449,0.558335,0.872368,0.522544,0.327107,0.824146,0.790371,0.564812,0.102278,0.322002,0.75969,0.143568,0.00122618,0.0659767,0.526394,0.559797,0.564871,0.516211,0.236248,0.759733,
125,0.348574,0.563726,0.421638,0.4503,0.611531,0.556616,0.870712,0.522855,0.32677,0.824399,0.791749,0.561263,0.100903,0.313315,0.746414,0.143717,0.00115341,0.0666311,0.521975,0.554395,0.56607,0.519766,0.244985,0.758908,
126,0.356647,0.564871,0.419271,0.45067,0.610227,0.555304,0.870641,0.52354,0.325544,0.821508,0.790085,0.561689,0.109469,0.311564,0.73398,0.144553,0.00146539,0.0657575,0.525673,0.551014,0.562832,0.523868,0.245361,0.762715,
127,0.358909,0.565487,0.417236,0.452066,0.60565,0.559586,0.871405,0.526651,0.326174,0.823061,0.790614,0.560987,0.113801,0.306081,0.732643,0.143524,0.0011035,0.0664051,0.521474,0.552233,0.557142,0.523611,0.242614,0.763805,
128,0.358854,0.559848,0.418893,0.451651,0.604382,0.560151,0.871013,0.533032,0.327388,0.822558,0.790653,0.564343,0.112639,0.310403,0.730725,0.143518,0.00111379,0.0670855,0.513876,0.548268,0.56507,0.5252,0.224813,0.767143,
129,0.357585,0.557832,0.416783,0.450938,0.603854,0.56138,0.870643,0.532579,0.32716,0.820684,0.7901,0.560996,0.112379,0.311174,0.730842,0.143507,0.00145372,0.0658272,0.512484,0.547507,0.565723,0.52352,0.227877,0.767299,
130,0.353712,0.557995,0.413964,0.451642,0.601608,0.565468,0.870682,0.534652,0.327179,0.821203,0.790407,0.561933,0.112635,0.31304,0.729997,0.143093,0.000806401,0.0646516,0.504245,0.567042,0.571576,0.52477,0.221201,0.765411,
131,0.357184,0.553314,0.413304,0.449436,0.596753,0.567358,0.869068,0.537805,0.326889,0.820731,0.789839,0.563496,0.110287,0.323087,0.727568,0.144673,0.00120755,0.0669221,0.504217,0.567587,0.571294,0.522879,0.220118,0.765048,
132,0.358543,0.551888,0.413559,0.45001,0.590292,0.570243,0.866649,0.538148,0.327574,0.819021,0.790304,0.564087,0.123081,0.299248,0.729498,0.14865,0.000631606,0.0668128,0.50526,0.568163,0.570803,0.52266,0.217075,0.763871,
133,0.356142,0.551118,0.412978,0.448833,0.581635,0.569944,0.864984,0.536329,0.329511,0.818511,0.789911,0.56358,0.125202,0.295205,0.730357,0.147025,0.000714758,0.066397,0.505849,0.567974,0.568239,0.526951,0.218224,0.76568,
134,0.355439,0.550161,0.414801,0.44875,0.584019,0.568702,0.86719,0.535823,0.330846,0.818599,0.7904,0.562003,0.124946,0.301478,0.728982,0.144476,0.000817099,0.0656391,0.504928,0.567723,0.571817,0.52406,0.217654,0.757033,
135,0.354839,0.551725,0.415618,0.448239,0.587897,0.569114,0.862654,0.536784,0.328692,0.821217,0.791623,0.56363,0.122806,0.298161,0.729538,0.144505,0.000648099,0.0659589,0.50613,0.565189,0.572213,0.530032,0.217943,0.756647,
136,0.353297,0.547495,0.413495,0.448906,0.576573,0.569977,0.861538,0.539108,0.328135,0.82085,0.790538,0.560286,0.11948,0.301247,0.733785,0.144701,0.000659256,0.0661787,0.505198,0.566259,0.573659,0.540847,0.21887,0.750739,
137,0.356652,0.536821,0.413666,0.448482,0.573947,0.569265,0.853687,0.532703,0.326618,0.821302,0.790085,0.563335,0.116404,0.30332,0.72867,0.144056,0.000158116,0.0672055,0.509717,0.566976,0.574185,0.540843,0.216572,0.750336,
138,0.357103,0.54501,0.419838,0.448952,0.576759,0.568124,0.843913,0.52559,0.326763,0.821026,0.790379,0.562471,0.120847,0.288678,0.734396,0.144357,0.000135604,0.0686014,0.507293,0.566456,0.573472,0.539344,0.214486,0.748613,
139,0.36221,0.540013,0.418339,0.450621,0.579494,0.570171,0.84268,0.525959,0.326559,0.821922,0.789106,0.562707,0.109715,0.288968,0.73118,0.143808,0.000186263,0.0786166,0.510756,0.563219,0.573867,0.54066,0.214463,0.747382,
140,0.362723,0.54201,0.417791,0.449784,0.575565,0.565945,0.844395,0.520478,0.326273,0.822656,0.789096,0.56906,0.105494,0.293509,0.732074,0.144016,0.000191088,0.0785855,0.509889,0.563075,0.575412,0.540379,0.218792,0.746067,
141,0.364222,0.540467,0.42396,0.450158,0.578576,0.565944,0.851757,0.515475,0.326736,0.82269,0.786414,0.570463,0.104885,0.29823,0.733127,0.143583,0.000291663,0.0782146,0.514117,0.56317,0.572773,0.540467,0.219083,0.746834,
142,0.362508,0.538588,0.42339,0.451002,0.587029,0.561225,0.853961,0.518171,0.323779,0.822326,0.790379,0.566208,0.106241,0.296822,0.737629,0.146963,0.000889764,0.078316,0.514958,0.558786,0.568457,0.540055,0.217637,0.75113,
143,0.359351,0.539433,0.425619,0.449475,0.583114,0.55994,0.856117,0.513901,0.32198,0.821241,0.796004,0.562235,0.106536,0.302052,0.732468,0.147364,0.0105521,0.0840968,0.508973,0.561136,0.572887,0.535058,0.221134,0.754589,
144,0.357335,0.54022,0.428547,0.449277,0.581812,0.560211,0.857429,0.516166,0.322458,0.819605,0.793568,0.567338,0.106615,0.30061,0.742909,0.147041,0.0103688,0.0838832,0.507071,0.561061,0.578567,0.53589,0.219825,0.753733,
145,0.358359,0.540277,0.427423,0.448688,0.583274,0.560529,0.858555,0.516417,0.323731,0.819528,0.792022,0.56565,0.107755,0.297082,0.739512,0.144281,0.0225993,0.0842519,0.509523,0.557944,0.585876,0.534616,0.225293,0.755983,
146,0.353744,0.541116,0.428254,0.450236,0.584409,0.563743,0.858461,0.515998,0.322508,0.823593,0.791178,0.565354,0.107392,0.306558,0.735836,0.144245,0.0239373,0.084486,0.511146,0.555369,0.586523,0.533335,0.224655,0.755365,
147,0.358352,0.538763,0.427594,0.449902,0.584717,0.572354,0.859211,0.516397,0.3228,0.826484,0.790454,0.574508,0.107032,0.303574,0.734605,0.143546,0.0112868,0.083508,0.503516,0.559532,0.587588,0.526037,0.226575,0.75753,
148,0.36395,0.54306,0.428723,0.453331,0.583808,0.572397,0.859165,0.510105,0.325352,0.831152,0.78985,0.579398,0.10474,0.299183,0.735379,0.143396,0.0136273,0.0839117,0.500567,0.561424,0.585507,0.525652,0.225976,0.756706,
149,0.364092,0.541767,0.4276,0.451951,0.583612,0.569295,0.861446,0.512579,0.323982,0.830442,0.790637,0.579811,0.108677,0.296973,0.737342,0.143764,0.01381,0.0839038,0.49842,0.563683,0.581506,0.5178,0.23029,0.757604,
150,0.364308,0.543839,0.428418,0.452347,0.582415,0.567733,0.861435,0.511923,0.324301,0.826696,0.790996,0.574601,0.107423,0.291042,0.736504,0.14288,0.0136541,0.0841175,0.498822,0.566304,0.581322,0.521529,0.226654,0.760006,
151,0.364946,0.544915,0.42861,0.454483,0.581058,0.565513,0.861664,0.505821,0.32583,0.82718,0.790348,0.570938,0.107148,0.290545,0.736912,0.143624,0.0146273,0.0835887,0.498943,0.566028,0.58126,0.525352,0.220958,0.759296,
152,0.366245,0.54491,0.42893,0.456389,0.58158,0.565261,0.859707,0.508022,0.326468,0.824872,0.790421,0.566748,0.108013,0.294255,0.737779,0.142956,0.0140874,0.0836489,0.49817,0.566149,0.579522,0.525152,0.216208,0.758859,
153,0.367074,0.545178,0.428894,0.449766,0.581689,0.560661,0.857853,0.510087,0.321517,0.82582,0.790327,0.566586,0.106763,0.290239,0.737345,0.143624,0.0127822,0.0833697,0.498264,0.565794,0.581028,0.532267,0.217923,0.759026,
154,0.374194,0.540972,0.428792,0.450199,0.581257,0.560028,0.86005,0.513336,0.322777,0.828943,0.79059,0.566214,0.106229,0.29086,0.736946,0.144691,0.00948701,0.0832429,0.498188,0.566758,0.580879,0.526136,0.214643,0.757759,
155,0.37392,0.541321,0.427486,0.450641,0.578937,0.560986,0.862892,0.517409,0.323031,0.823284,0.789975,0.563685,0.105456,0.290716,0.737022,0.145632,0.00956042,0.0827567,0.496302,0.566316,0.577577,0.52347,0.21326,0.756242,
156,0.373465,0.539751,0.42704,0.450075,0.581766,0.56016,0.86265,0.51542,0.320884,0.821771,0.790704,0.562533,0.106415,0.289336,0.738689,0.1452,0.00952748,0.0827312,0.500365,0.565986,0.576586,0.522684,0.214063,0.757795,
157,0.372543,0.533108,0.424655,0.448919,0.579881,0.56416,0.86362,0.516988,0.321279,0.820433,0.788735,0.562611,0.106378,0.290087,0.737836,0.143827,0.0184624,0.0839668,0.499438,0.565822,0.577667,0.523149,0.213654,0.758743,
158,0.368877,0.533755,0.424497,0.449419,0.580458,0.563764,0.861733,0.51458,0.324722,0.820722,0.790112,0.563398,0.102952,0.288376,0.734637,0.143716,0.00885836,0.0845848,0.502672,0.566793,0.581524,0.523786,0.213137,0.75924,
159,0.367907,0.532484,0.42531,0.450347,0.579889,0.564597,0.862371,0.515502,0.325183,0.822839,0.787579,0.563417,0.096242,0.290041,0.736647,0.143643,0.0172105,0.0833055,0.502769,0.56665,0.586159,0.523621,0.214433,0.759044,
160,0.371654,0.534257,0.424145,0.448818,0.577974,0.565077,0.865649,0.521252,0.32558,0.822999,0.782739,0.557997,0.0961675,0.289936,0.734887,0.1437,0.0172428,0.0811584,0.503235,0.56697,0.587375,0.52959,0.212148,0.759811,
161,0.371073,0.532708,0.422133,0.443517,0.57935,0.568979,0.865426,0.521795,0.324858,0.821851,0.78878,0.556836,0.0961324,0.29008,0.735254,0.144275,0.016903,0.0818967,0.505996,0.571665,0.588587,0.52851,0.212052,0.759156,
162,0.37248,0.531477,0.424162,0.457016,0.581359,0.560458,0.864842,0.516613,0.33108,0.819016,0.789979,0.55586,0.10092,0.28874,0.737389,0.145387,0.01785,0.0809235,0.505313,0.575278,0.590632,0.524759,0.211806,0.759803,
163,0.377568,0.529891,0.426372,0.457589,0.582208,0.560398,0.863824,0.519263,0.33242,0.817336,0.790908,0.550314,0.103188,0.28305,0.737449,0.145199,0.0178798,0.0801331,0.501752,0.58026,0.591296,0.520699,0.214564,0.758783,
164,0.379181,0.530052,0.421982,0.457361,0.581982,0.558605,0.865993,0.519201,0.332859,0.814224,0.791171,0.55028,0.0959286,0.284115,0.735057,0.143015,0.0169082,0.0802088,0.498235,0.579381,0.590048,0.52167,0.213439,0.758888,
165,0.386474,0.528754,0.424892,0.455942,0.579534,0.557596,0.868057,0.521079,0.338346,0.814726,0.790715,0.550048,0.0986051,0.28,0.727737,0.144027,0.0168,0.079876,0.496821,0.57637,0.58233,0.521204,0.216965,0.759409,
166,0.394458,0.52552,0.424131,0.456129,0.582595,0.552438,0.868206,0.520703,0.337719,0.817112,0.791719,0.55281,0.105333,0.274469,0.720665,0.143415,0.0198363,0.0803484,0.496955,0.571883,0.584175,0.522066,0.215099,0.760023,
167,0.394273,0.521744,0.42568,0.457026,0.58182,0.550792,0.869593,0.520642,0.339848,0.818404,0.79043,0.5568,0.112417,0.271303,0.713106,0.154472,0.0244182,0.0809093,0.497005,0.574078,0.5844,0.519311,0.215205,0.760223,
168,0.395273,0.521547,0.424623,0.457293,0.5811,0.550754,0.869472,0.520267,0.343341,0.821384,0.793029,0.559064,0.113295,0.271594,0.717981,0.144222,0.0230258,0.0832829,0.495433,0.575483,0.578525,0.517012,0.214234,0.760491,
169,0.394103,0.522618,0.422179,0.454479,0.582188,0.550429,0.869523,0.520416,0.342923,0.821535,0.794975,0.560243,0.112478,0.2704,0.718331,0.154124,0.0239648,0.0817007,0.496794,0.57654,0.573061,0.520224,0.215651,0.760293,
170,0.394349,0.52191,0.424123,0.454462,0.581025,0.550298,0.86876,0.520827,0.34313,0.821099,0.793323,0.560168,0.110003,0.270786,0.719811,0.157324,0.0112634,0.0805078,0.49707,0.577444,0.571057,0.517564,0.216234,0.758803,
171,0.394113,0.522347,0.424953,0.458471,0.578211,0.548435,0.8705,0.52052,0.343719,0.821883,0.798762,0.559235,0.110669,0.271543,0.719215,0.155609,0.0104645,0.081715,0.499348,0.576552,0.568119,0.518178,0.216332,0.758605,
172,0.394324,0.522155,0.419826,0.458811,0.580578,0.549538,0.876009,0.519437,0.344452,0.813835,0.806965,0.559678,0.111549,0.271585,0.711986,0.156838,0.0104856,0.081259,0.498043,0.581513,0.56485,0.517179,0.215451,0.753515,
173,0.394524,0.520218,0.421103,0.456353,0.581528,0.551668,0.883123,0.517867,0.345064,0.815568,0.805135,0.557991,0.112387,0.271753,0.712761,0.142573,0.0182851,0.089479,0.499317,0.579646,0.566399,0.509847,0.21534,0.757434,
174,0.394277,0.520609,0.421119,0.45629,0.582538,0.552007,0.887226,0.513534,0.342504,0.82191,0.80435,0.56188,0.111989,0.270927,0.71643,0.142724,0.0185265,0.089293,0.497688,0.57477,0.560953,0.509081,0.213753,0.756364,
175,0.393569,0.520621,0.423827,0.456389,0.581963,0.55109,0.885154,0.514871,0.344087,0.820504,0.806621,0.560862,0.111066,0.269434,0.715605,0.143715,0.0147986,0.0872234,0.495393,0.555458,0.57426,0.516538,0.214536,0.751686,
176,0.393545,0.521205,0.423677,0.456498,0.582145,0.548228,0.881782,0.519024,0.346186,0.835702,0.813893,0.559907,0.111431,0.271643,0.716864,0.14416,0.0189149,0.0867932,0.494952,0.554357,0.576889,0.512744,0.210131,0.752836,
177,0.393072,0.521852,0.423536,0.4543,0.582456,0.54858,0.88363,0.519554,0.346941,0.834943,0.81538,0.559878,0.111587,0.272672,0.715024,0.144246,0.0205362,0.0868943,0.492588,0.551314,0.58682,0.507732,0.207388,0.752859,
178,0.395386,0.523439,0.423746,0.451124,0.58251,0.550993,0.881572,0.520333,0.3473,0.835613,0.820635,0.559627,0.110762,0.271815,0.713418,0.143979,0.0206763,0.0861445,0.495878,0.554726,0.580285,0.508225,0.203945,0.753561,
179,0.397441,0.524012,0.422768,0.449508,0.582405,0.551035,0.878448,0.52024,0.346221,0.835458,0.821906,0.559607,0.109997,0.271081,0.722103,0.14443,0.0204591,0.0862542,0.493878,0.552353,0.58858,0.513442,0.206766,0.751078,
180,0.401807,0.523786,0.423334,0.454435,0.580922,0.555645,0.876354,0.519633,0.346364,0.835299,0.822384,0.559911,0.104719,0.271343,0.717089,0.144113,0.0215449,0.095261,0.492469,0.550782,0.58958,0.511713,0.205746,0.750641,
181,0.394018,0.521723,0.424041,0.455641,0.579679,0.557526,0.877428,0.519877,0.345226,0.834753,0.822789,0.561338,0.103695,0.270677,0.714847,0.144358,0.0207607,0.0871126,0.492444,0.550969,0.590915,0.508991,0.205691,0.751839,
182,0.39629,0.513886,0.425372,0.448814,0.567839,0.554119,0.877824,0.519349,0.342375,0.834878,0.822377,0.559787,0.105797,0.27133,0.717902,0.144681,0.0210235,0.0861539,0.489854,0.550369,0.592031,0.509821,0.205539,0.747252,
183,0.39203,0.51407,0.426122,0.44278,0.565383,0.553522,0.878036,0.519021,0.34083,0.832689,0.822974,0.557831,0.103592,0.271406,0.718764,0.143785,0.0212854,0.0846315,0.491075,0.550881,0.594017,0.521011,0.212043,0.744847,
184,0.38383,0.503754,0.423195,0.447554,0.56989,0.547833,0.881229,0.518316,0.346241,0.83163,0.823521,0.55128,0.10048,0.27106,0.717461,0.144103,0.0214811,0.0848887,0.490666,0.551045,0.592511,0.523595,0.213309,0.742819,
185,0.384646,0.503098,0.423344,0.44833,0.574336,0.549329,0.883642,0.514642,0.351791,0.834115,0.822273,0.543083,0.104206,0.271451,0.715896,0.143995,0.0206246,0.0862235,0.489414,0.551225,0.59155,0.521375,0.214706,0.745069,
186,0.389821,0.504792,0.422587,0.442569,0.573351,0.548767,0.882109,0.515177,0.348394,0.833366,0.820496,0.545469,0.104544,0.271695,0.717408,0.13751,0.024473,0.0855164,0.492213,0.55104,0.59254,0.524112,0.213975,0.746987,
187,0.384,0.502753,0.423493,0.440951,0.570224,0.544436,0.881341,0.509975,0.348303,0.834637,0.82176,0.543102,0.109879,0.271426,0.716996,0.143408,0.0341065,0.0858522,0.490634,0.554114,0.59432,0.519759,0.214265,0.751522,
188,0.372054,0.502047,0.424725,0.438899,0.566826,0.54174,0.882108,0.503902,0.347925,0.829088,0.822498,0.554766,0.109583,0.271836,0.716685,0.143262,0.0335497,0.0855763,0.4894,0.553484,0.595767,0.523386,0.212137,0.74941,
189,0.370283,0.495625,0.425472,0.442669,0.563415,0.541078,0.878118,0.494715,0.348681,0.820099,0.823413,0.560224,0.111506,0.269485,0.715811,0.143095,0.0338294,0.0854343,0.486775,0.552509,0.593244,0.523409,0.210832,0.742968,
190,0.370821,0.50323,0.424916,0.438165,0.568432,0.54298,0.886164,0.516584,0.350014,0.808953,0.822414,0.565017,0.110717,0.270802,0.717472,0.138802,0.033873,0.0856245,0.482699,0.547068,0.595414,0.521855,0.210833,0.739195,
191,0.369796,0.503728,0.424497,0.441731,0.556336,0.539009,0.888131,0.519483,0.349073,0.811023,0.820897,0.565119,0.114926,0.272043,0.717449,0.14334,0.0341747,0.0857085,0.48798,0.54991,0.591434,0.519954,0.209786,0.741462,
192,0.368286,0.503408,0.425322,0.441786,0.557451,0.54026,0.882126,0.515948,0.345286,0.820656,0.822699,0.565279,0.127626,0.273769,0.709795,0.142554,0.0345074,0.085412,0.489542,0.546102,0.587923,0.512108,0.213475,0.750041,
193,0.36852,0.503879,0.424259,0.450935,0.548573,0.535393,0.883626,0.507506,0.34628,0.82074,0.823488,0.569218,0.12615,0.276734,0.705477,0.157465,0.0337529,0.0843981,0.488441,0.543795,0.587802,0.510653,0.212425,0.753812,
194,0.364733,0.504414,0.425321,0.449788,0.548215,0.534923,0.880045,0.509255,0.346527,0.820204,0.822662,0.560441,0.126717,0.275202,0.716401,0.158733,0.033781,0.0853453,0.48669,0.549565,0.589192,0.510716,0.213224,0.758895,
195,0.357277,0.499589,0.422588,0.451368,0.549661,0.533832,0.882545,0.509555,0.345893,0.822372,0.822989,0.555653,0.127826,0.265786,0.720625,0.160113,0.0336915,0.0858409,0.492622,0.543195,0.585174,0.508113,0.212292,0.760207,
196,0.364692,0.495048,0.423241,0.452197,0.550166,0.532594,0.883557,0.50233,0.347449,0.829257,0.818376,0.548909,0.128317,0.254547,0.71716,0.158774,0.0336267,0.0997629,0.493232,0.545807,0.583751,0.49991,0.211584,0.755393,
197,0.36713,0.503024,0.426534,0.451694,0.551218,0.53184,0.881214,0.503466,0.350294,0.829109,0.8174,0.547993,0.131476,0.255076,0.717548,0.159676,0.0247123,0.102784,0.492992,0.547522,0.586906,0.500081,0.212216,0.754725,
198,0.367697,0.502691,0.4268,0.453799,0.551535,0.53405,0.881565,0.503077,0.353347,0.822766,0.823082,0.549482,0.132995,0.253784,0.720788,0.159591,0.0276142,0.110455,0.491354,0.542722,0.58503,0.5013,0.211355,0.755006,
199,0.367602,0.503575,0.428613,0.45382,0.555352,0.527497,0.882919,0.501904,0.358585,0.821606,0.822084,0.550133,0.128334,0.25675,0.71828,0.159866,0.0238989,0.123182,0.490728,0.547507,0.58528,0.504181,0.215963,0.754851,
200,0.36736,0.503211,0.430509,0.454419,0.554838,0.53179,0.487313,0.558306,0.593787,0.820667,0.811759,0.550184,0.127593,0.261997,0.717812,0.1593,0.0410392,0.12324,0.48635,0.532872,0.587959,0.497601,0.207367,0.763542,
